Gene ID,Gene Name,accessory axillary lymph node,adrenal gland,aorta,bone (os femoris),cecum,cerebellum,cerebral cortex,colon,corpora quadrigemina,corpus striatum,diencephalon,epididymis,eyeball,hippocampus,intestinal mucosa,intestine,lung,medulla oblongata,olfactory brain,ovary,pancreas,pituitary gland,prostate,skin,spinal cord,spleen,stomach,submandibular gland,testis,thymus,tongue,urinary bladder,uterus,vagina,vesicular gland
ENSMUSG00000032328,Tmem30a,3,3,2,2,4,4,35,0.5,10,25,10,9,,30,0.7,,3,10,14,2,1,2,2,5,13,2,1,1,16,13,3,3,1,2,1
ENSMUSG00000032329,Hmg20a,1,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.6,,,,,
ENSMUSG00000032330,Cox7a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,
ENSMUSG00000032332,Col12a1,0.8,,,,,,,,,,,0.5,0.6,,,,,,,0.9,,,,0.5,,,,,,,,2,,0.6,0.5
ENSMUSG00000032333,Stoml1,5,5,5,4,2,8,23,7,21,14,19,6,6,23,8,4,10,19,14,5,1,7,6,7,17,5,6,12,3,9,5,14,8,7,8
ENSMUSG00000032334,Loxl1,0.5,23,47,15,13,0.6,0.7,5,1,1,2,4,16,3,,3,37,4,6,35,17,17,5,18,2,9,21,8,,0.6,20,53,41,26,6
ENSMUSG00000032336,Nptn,60,50,80,73,90,175,159,67,117,145,150,46,80,152,87,61,77,123,148,55,33,49,47,64,113,57,90,98,6,37,47,118,73,74,51
ENSMUSG00000032340,Neo1,,1,1,,2,1,1,0.8,1,0.9,0.8,0.5,1,1,1,0.8,1,1,0.6,0.9,1,1,1,0.7,1,,1,0.6,0.6,,1,2,1,,1
ENSMUSG00000032342,Mto1,15,28,34,25,19,33,24,13,28,27,24,11,27,26,11,16,13,25,29,20,36,16,16,16,21,25,21,16,40,22,22,16,15,19,22
ENSMUSG00000032343,Impg1,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000032344,Mb21d1,0.5,,,0.9,,,,,,,,,,,,2,,,,,,,,1,,,,0.6,,2,1,,0.9,,1
ENSMUSG00000032346,Ooep,,,,,,,,,,0.5,,,,,,,,,,0.9,,,,,,,,,,,,0.6,,,
ENSMUSG00000032348,Gsta4,1,29,38,3,285,22,22,72,42,20,35,34,203,30,524,11,69,52,24,39,5,22,9,5,54,4,1688,23,75,7,243,1014,26,572,23
ENSMUSG00000032349,Elovl5,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000032350,Gclc,16,19,15,33,39,24,30,18,28,39,27,25,37,25,43,29,60,26,27,31,12,19,16,21,30,47,43,28,17,17,17,35,16,26,33
ENSMUSG00000032353,Tmed3,13,31,21,36,35,8,12,34,14,12,14,190,19,13,26,21,29,17,10,38,177,74,414,22,14,20,63,128,24,8,34,36,45,38,266
ENSMUSG00000032355,Mlip,,,,,,,,,,,,,0.7,,,,,,,,,,,2,,,0.5,,,,15,,,,
ENSMUSG00000032356,Rasgrf1,,21,,,,67,126,0.9,200,147,143,25,4,222,2,0.5,1,180,142,0.8,,22,,1,152,,,,,,,0.9,3,1,1
ENSMUSG00000032357,Tinag,,,,,,,,3,,,,0.6,,,6,2,4,,,,2,,,,,,,,,,,,,,
ENSMUSG00000032359,Ctsh,3,3,0.8,2,,,,1,,0.5,0.6,0.8,0.9,,,0.5,1,,,,,,,1,0.7,1,1,2,0.6,,1,2,2,2,0.5
ENSMUSG00000032360,Hcrtr2,,,,,,2,2,,5,4,3,,,3,,,,8,0.6,,,,,,2,,,,,,,,,,
ENSMUSG00000032363,Adamts7,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,0.6,4,1,
ENSMUSG00000032366,Tpm1,5,15,5,3,34,6,10,40,6,7,6,3,1,6,10,29,14,7,7,8,13,5,4,17,9,5,44,23,1,2,3,3,5,3,5
ENSMUSG00000032368,Zic1,,,,,,137,3,,5,9,26,,0.8,4,,,,10,16,,,,,5,6,,,,,,,,,,
ENSMUSG00000032372,Plscr2,,1,0.6,,,,,,,,,1,,,,,5,0.8,0.5,0.9,,,,,0.6,,1,0.9,,,,,0.5,,1
ENSMUSG00000032373,Car12,4,0.6,,4,257,18,17,14,1,63,8,47,21,76,2,26,1,7,14,26,,3,3,94,4,,38,174,,3,126,1,370,224,1
ENSMUSG00000032374,Plod2,3,80,13,4,4,4,2,2,3,0.5,3,2,2,3,,4,25,5,5,103,1,28,6,3,5,4,5,1,2,2,5,19,57,26,2
ENSMUSG00000032375,Aph1b,2,5,7,4,6,12,8,2,12,10,9,6,3,11,1,1,7,10,15,6,2,11,6,4,10,1,2,3,0.6,0.9,4,5,3,3,3
ENSMUSG00000032376,Usp3,,,0.5,,0.9,2,0.7,0.6,,0.9,,0.5,0.8,0.5,3,1,0.6,0.6,1,1,0.7,1,,0.6,0.6,,,0.6,2,0.8,,0.8,0.5,,0.5
ENSMUSG00000032377,Plscr4,6,14,18,3,5,5,3,2,4,5,3,2,5,4,1,2,39,5,4,15,7,10,5,8,5,3,6,5,0.8,1,12,17,14,5,8
ENSMUSG00000032380,Dapk2,5,5,8,32,19,,,18,0.9,0.9,1,2,5,0.6,25,21,38,2,0.6,4,12,2,1,17,3,35,6,12,,3,27,4,6,3,3
ENSMUSG00000032381,Fam96a,7,3,8,6,9,0.6,0.7,8,1,2,0.8,6,2,0.6,18,19,5,1,0.6,2,3,2,0.9,0.8,2,12,23,5,10,3,1,2,9,4,0.5
ENSMUSG00000032382,Snx1,2,3,1,2,2,3,4,1,4,3,4,5,1,5,0.7,0.8,2,3,4,1,1,3,2,1,3,1,1,4,12,1,0.7,2,2,3,4
ENSMUSG00000032383,Ppib,68,66,45,66,116,46,53,141,55,47,48,300,49,68,110,148,86,60,49,101,496,39,351,45,55,75,231,162,21,49,65,74,138,103,173
ENSMUSG00000032384,Csnk1g1,19,6,6,8,9,10,5,12,6,7,5,6,7,7,19,14,9,4,9,6,4,12,8,12,6,9,3,4,12,12,7,9,9,10,12
ENSMUSG00000032386,Trip4,1,1,,,,2,1,,1,,2,0.5,1,2,,,,2,2,1,,3,,0.7,0.9,,,0.6,8,0.9,0.7,0.6,,,
ENSMUSG00000032387,Rbpms2,,2,2,0.9,,,,,,,,,2,,,,0.6,,,1,,,,,,0.5,1,,,,,4,,,0.5
ENSMUSG00000032388,Spg21,12,16,16,19,11,5,8,11,9,12,9,20,30,8,19,7,17,7,8,18,9,16,9,10,8,8,10,18,10,13,11,16,15,23,14
ENSMUSG00000032392,Parp16,,0.6,1,,4,,,1,,0.5,,0.8,,,1,0.5,,,,0.6,,1,,,0.6,,2,,0.6,,,,0.5,,0.5
ENSMUSG00000032393,Dpp8,6,4,4,4,6,6,13,3,10,10,11,5,6,12,4,5,6,10,7,5,7,5,4,5,9,4,3,5,18,4,3,9,4,5,3
ENSMUSG00000032396,Dis3l,4,6,8,4,4,8,5,5,5,6,7,2,6,5,5,2,7,8,5,7,8,3,6,5,7,6,4,6,36,6,8,7,5,6,7
ENSMUSG00000032397,Tipin,37,20,16,90,24,30,24,10,19,21,18,23,22,17,5,17,20,20,18,25,12,20,10,25,23,95,17,14,40,66,19,19,21,19,11
ENSMUSG00000032398,Snapc5,23,16,21,20,16,21,20,22,15,11,20,15,22,13,26,16,24,20,19,15,12,16,17,14,22,13,46,25,37,18,23,17,15,13,25
ENSMUSG00000032399,Rpl4,518,295,222,322,186,119,201,353,221,235,210,584,293,192,135,288,292,203,203,370,937,410,561,299,212,402,525,307,305,330,430,531,412,574,590
ENSMUSG00000032400,Zwilch,6,3,1,13,6,2,3,6,2,0.9,1,2,1,2,2,8,3,2,2,7,3,2,,5,2,23,2,1,60,16,1,0.8,4,7,0.5
ENSMUSG00000032401,Lctl,,,5,,,,,,,,,,4,,,,,,,,,,,,,,0.5,,,,,,,,
ENSMUSG00000032402,Smad3,,,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,4,3,,,
ENSMUSG00000032403,2300009A05Rik,6,9,15,6,6,14,7,9,9,6,9,15,9,9,5,5,6,10,11,7,7,18,11,3,9,5,10,12,23,9,8,7,7,7,9
ENSMUSG00000032405,Pias1,254,69,87,88,63,96,91,56,92,94,71,114,85,93,67,41,126,73,90,75,48,99,55,95,72,84,52,66,179,116,78,68,54,61,79
ENSMUSG00000032407,U2surp,61,23,40,25,7,34,32,22,28,24,22,18,27,30,25,16,25,21,33,29,17,22,19,24,27,28,11,21,25,30,20,18,29,20,15
ENSMUSG00000032410,Xrn1,22,4,7,8,7,3,2,13,3,0.9,2,4,4,4,12,9,9,2,6,4,3,5,2,7,3,5,3,4,0.6,13,3,5,4,3,3
ENSMUSG00000032411,Tfdp2,5,33,10,9,13,8,10,13,7,15,6,8,6,12,26,15,16,8,6,14,64,10,10,15,10,4,11,5,10,13,12,10,5,5,14
ENSMUSG00000032412,Atp1b3,39,35,42,18,19,28,18,6,37,22,28,19,30,17,5,6,35,43,29,30,31,13,17,37,43,19,33,10,19,24,29,31,45,99,24
ENSMUSG00000032413,Rasa2,59,10,10,22,24,14,19,36,11,14,15,8,17,17,99,31,13,8,74,15,5,12,9,16,13,14,14,9,5,36,10,9,14,15,8
ENSMUSG00000032415,Ube2cbp,3,0.5,,0.9,,2,,0.9,2,0.7,1,0.6,1,1,,0.8,0.7,1,0.5,1,3,1,0.7,1,1,2,,0.6,,2,2,0.8,1,2,2
ENSMUSG00000032418,Me1,3,79,61,8,11,11,11,5,15,9,15,2,188,14,10,15,21,22,9,57,,9,10,58,23,0.9,15,5,163,6,43,44,9,16,3
ENSMUSG00000032419,Tbx18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.9,,,
ENSMUSG00000032420,Nt5e,5,4,,4,6,1,2,1,,5,1,11,4,0.8,2,4,4,0.5,4,0.7,,2,4,6,0.9,0.9,7,2,2,,3,7,2,2,10
ENSMUSG00000032422,Snx14,46,48,66,19,39,61,59,41,56,59,46,54,42,53,53,36,50,48,61,38,53,77,33,39,50,24,37,58,27,22,31,41,40,30,53
ENSMUSG00000032423,Syncrip,49,30,30,39,22,42,29,30,28,34,31,12,38,24,18,29,32,34,33,35,53,29,30,93,38,47,21,29,24,36,42,38,33,36,26
ENSMUSG00000032425,Zfp949,13,8,10,11,7,28,23,9,22,24,20,7,16,25,11,5,12,19,21,8,5,37,9,17,17,12,11,12,45,19,17,10,9,12,20
ENSMUSG00000032431,Crtap,22,87,57,27,19,8,4,15,7,9,9,20,23,8,3,8,41,9,6,85,27,19,20,40,9,19,32,16,6,8,29,54,59,51,27
ENSMUSG00000032434,Cmtm6,71,31,22,46,58,11,14,66,12,13,11,46,52,11,102,70,51,12,13,28,40,29,40,42,18,24,69,41,16,38,29,35,32,31,31
ENSMUSG00000032435,Dync1li1,4,7,6,11,9,15,21,8,17,19,19,8,8,22,8,8,9,11,12,8,9,7,4,12,13,6,11,4,6,8,9,6,8,11,7
ENSMUSG00000032436,Cmtm7,32,23,7,107,21,8,2,13,3,2,4,8,8,3,8,7,25,2,2,21,40,9,19,11,2,53,55,88,2,109,10,18,18,20,13
ENSMUSG00000032437,Stt3b,1,0.9,1,0.9,,,,0.8,0.6,,,3,2,0.8,,0.8,0.9,0.5,,1,,0.7,,1,,1,,0.6,18,0.6,,1,0.7,,6
ENSMUSG00000032440,Tgfbr2,36,14,29,14,14,2,3,7,3,4,4,4,8,4,4,4,32,5,4,10,3,6,4,22,4,14,6,8,,8,10,16,21,14,6
ENSMUSG00000032446,Eomes,0.6,,,,,0.6,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
ENSMUSG00000032449,Slc25a36,11,5,4,4,4,4,3,5,5,3,4,7,2,3,3,2,11,6,7,7,7,7,5,2,5,4,2,4,1,3,2,5,7,2,7
ENSMUSG00000032451,Trim42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,
ENSMUSG00000032452,Clstn2,,,,,,4,4,,2,0.9,3,,,8,,,,2,3,0.6,,0.7,,,4,,,,,,,,,,1
ENSMUSG00000032454,Rbp2,,,,,39,,,226,,,,0.5,,,431,319,,,,,,,,,,,21,,,,,,,,
ENSMUSG00000032456,Nmnat3,1,0.6,0.7,,,,,0.9,,0.5,,1,0.7,,1,,,,0.5,0.8,1,0.9,,0.7,0.6,3,,0.9,5,,,0.5,0.5,2,
ENSMUSG00000032458,Copb2,29,15,15,19,30,12,14,47,13,7,13,44,19,10,71,65,15,15,11,23,21,34,57,11,16,13,19,24,41,15,17,15,27,24,34
ENSMUSG00000032459,Mrps22,34,59,82,22,30,50,47,35,57,43,47,30,32,50,23,62,24,55,44,42,24,31,15,36,65,36,57,24,191,46,37,31,28,39,14
ENSMUSG00000032462,Pik3cb,2,0.5,0.6,,,,2,,0.6,2,,2,,3,,,,,3,,,,,8,,,0.5,,,,3,,,1,
ENSMUSG00000032463,Faim,3,1,1,0.9,2,1,1,2,1,0.5,2,3,1,5,1,1,0.7,1,2,2,,1,0.9,1,2,0.9,2,1,5,2,1,2,2,2,2
ENSMUSG00000032468,Armc8,40,20,18,17,17,35,39,19,35,32,35,14,21,39,32,19,22,30,34,19,17,24,16,13,27,16,14,18,27,22,20,20,18,14,16
ENSMUSG00000032469,Dbr1,11,7,6,15,6,6,8,11,5,7,6,6,10,6,5,7,8,5,7,7,3,11,5,6,5,10,7,10,2,10,6,8,7,8,5
ENSMUSG00000032473,Cldn18,,,,,2,,,,,,,,,,,,180,,,,,,,,,,11,,,,,,,,
ENSMUSG00000032475,Nck1,8,3,6,0.9,4,0.9,,4,,,1,7,2,,8,0.8,7,,,5,1,0.7,0.7,8,0.6,5,6,3,,3,3,3,6,3,2
ENSMUSG00000032477,Cdc25a,2,1,1,14,7,2,0.8,9,1,0.7,1,1,2,1,8,11,2,1,1,4,3,4,2,4,1,12,2,1,5,11,2,2,3,3,3
ENSMUSG00000032478,Nme6,5,4,3,9,2,3,2,5,2,2,5,10,5,3,2,4,3,5,4,3,4,3,4,6,2,5,11,6,147,2,8,4,4,6,3
ENSMUSG00000032479,Map4,,,,,,15,11,,14,10,16,0.5,6,14,,,0.8,15,10,1,,2,0.6,,14,,0.5,,5,,,,1,0.6,1
ENSMUSG00000032481,Smarcc1,45,23,20,42,11,15,29,23,20,17,19,25,23,23,16,17,19,18,20,49,25,22,21,33,18,35,12,21,45,54,24,28,42,38,28
ENSMUSG00000032485,Scap,3,13,9,4,9,7,9,7,8,10,10,12,31,8,8,4,8,9,6,22,7,12,9,15,11,4,14,13,2,4,9,11,4,8,11
ENSMUSG00000032487,Ptgs2,12,3,5,,4,1,11,3,2,4,2,1,0.9,18,0.5,3,6,2,5,1,,,2,2,0.6,,4,,,5,1,4,40,7,25
ENSMUSG00000032489,Kif9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
ENSMUSG00000032491,Nradd,0.8,14,2,2,2,1,0.5,4,1,1,1,13,2,2,,0.8,13,2,2,16,4,8,7,8,2,2,5,2,2,0.9,7,8,12,15,7
ENSMUSG00000032492,Pth1r,,0.8,0.6,2,,,,,,0.7,,,,,,,,0.6,0.6,0.9,,,,1,0.7,,,,,,,,4,0.9,
ENSMUSG00000032493,Prss44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
ENSMUSG00000032496,Ltf,12,1,5,1453,,,0.5,2,,,,51,134,,5,2,90,0.6,0.6,236,,,,,16,435,11,0.6,,9,83,,1977,2420,
ENSMUSG00000032497,Lrrfip2,,,,,0.9,,,1,,0.7,,,,0.6,3,1,,,,,,0.5,,,,,,,53,,,,,,
ENSMUSG00000032498,Mlh1,26,9,9,7,19,10,8,13,7,7,5,16,12,11,9,14,10,8,12,15,16,15,12,12,9,14,11,12,2,13,10,10,12,10,19
ENSMUSG00000032500,Dclk3,,,,,,0.7,8,1,4,24,5,4,,5,,,0.8,3,2,,1,1,,4,6,,,,,,,,0.7,0.5,2
ENSMUSG00000032501,Trib1,0.5,,1,0.9,,,0.9,0.5,,,,0.8,1,,0.7,,0.6,,0.6,,,,,0.5,,,,1,,,0.7,,,,
ENSMUSG00000032502,Stac,,3,1,,0.9,3,,,0.7,,0.5,,0.8,1,,,,2,2,,0.7,0.7,0.7,0.9,2,,0.5,,,,,9,,,2
ENSMUSG00000032503,Arpp21,,,,,,1,4,,1,2,1,,,2,,,,0.8,4,,,,,,0.7,,,,,2,,,,,
ENSMUSG00000032504,Pdcd6ip,67,52,42,39,68,21,19,74,20,16,19,36,45,19,130,67,56,25,18,45,37,34,52,42,29,32,59,52,32,55,53,44,61,68,39
ENSMUSG00000032507,Fbxl2,3,2,3,2,,16,44,1,30,37,34,3,4,33,0.7,,5,26,23,2,1,13,0.9,1,20,0.5,,1,3,0.6,0.7,3,0.9,,0.5
ENSMUSG00000032508,Myd88,,1,,,,1,1,,2,2,3,2,0.6,0.8,,,0.9,3,1,,,2,2,0.8,2,0.9,,0.6,2,,0.7,,0.5,,2
ENSMUSG00000032511,Scn5a,1,,,,,,2,,,2,2,,,,,0.7,0.7,,0.6,,,5,,0.6,,,,,,0.9,,,,,
ENSMUSG00000032512,Wdr48,86,60,62,60,48,64,78,43,65,74,55,56,63,69,40,32,71,57,83,59,50,56,51,43,60,48,41,70,396,76,49,53,57,44,50
ENSMUSG00000032513,Gorasp1,2,11,7,5,17,9,12,10,13,8,11,23,21,11,4,8,8,13,9,10,31,17,19,7,10,5,9,17,23,3,13,17,10,7,21
ENSMUSG00000032514,Ttc21a,,,,,2,2,2,,3,5,3,4,1,3,,,21,2,,14,1,2,,,3,,,,354,,,0.6,0.7,,
ENSMUSG00000032517,Mobp,,,,,,687,705,,1924,2724,2170,,56,977,1,,,3483,472,,,3,,,4158,,,8,,,1,,,,1
ENSMUSG00000032518,Rpsa,72,52,43,254,108,31,39,77,52,61,57,133,39,47,23,81,65,46,42,95,215,70,73,71,48,135,80,45,46,88,81,95,100,123,78
ENSMUSG00000032519,Slc25a38,,,,11,,,,,,,,,,,,,,,,,,,,1,,16,,,0.6,0.6,0.5,,,,
ENSMUSG00000032523,Hhatl,,,,,,4,3,,2,0.9,3,,,1,,,,4,0.6,,,,,1,5,,,5,,,4,,,,
ENSMUSG00000032525,Nktr,48,22,23,27,11,27,21,15,25,21,12,18,24,23,23,13,30,16,37,22,24,35,14,23,19,19,6,25,104,32,19,19,23,18,15
ENSMUSG00000032526,Deb1,0.8,1,3,1,3,5,5,1,5,3,3,4,2,4,3,2,2,6,4,1,5,2,4,1,6,1,3,7,2,0.6,3,2,1,1,5
ENSMUSG00000032527,Pccb,,0.9,6,0.9,0.9,1,1,1,2,1,2,2,2,2,1,2,0.6,2,0.8,0.9,2,3,3,,2,0.5,4,3,0.6,0.5,2,1,1,0.6,2
ENSMUSG00000032528,Vipr1,5,,,,49,2,6,58,0.7,5,,3,5,5,68,74,0.6,,0.8,0.6,19,,24,3,,1,1,6,,2,0.9,1,0.5,,5
ENSMUSG00000032531,Amotl2,,,,,,0.6,,,,,,,,,,,,,,,1,,,0.5,,,,,,,,,,,
ENSMUSG00000032532,Cck,,,,,0.9,10,138,,21,18,36,,1,129,0.8,,,8,38,,,,,,8,,,2,,,,2,,,
ENSMUSG00000032534,Cep63,2,3,1,2,2,1,1,3,1,1,2,4,0.8,1,1,1,3,1,3,2,1,2,2,4,1,3,2,4,75,2,2,2,3,2,3
ENSMUSG00000032536,Trak1,,,4,,,2,1,,1,0.5,,,,1,,,,1,1,,,,,13,1,,1,,1,3,10,,,2,
ENSMUSG00000032537,Ephb1,0.5,0.7,2,,,25,15,,34,19,16,,3,11,,,,22,5,1,,0.7,,10,29,,0.5,,,,,,1,,
ENSMUSG00000032540,Abhd5,1,2,4,3,2,3,2,2,2,1,2,2,4,2,6,2,4,1,2,2,3,3,2,3,2,1,8,5,2,0.9,6,3,2,4,4
ENSMUSG00000032547,Ryk,,1,0.7,0.9,,0.9,0.9,,0.7,0.5,1,0.5,0.8,,,0.5,1,0.6,1,0.7,3,0.7,,1,1,,2,0.6,0.6,0.9,1,2,0.9,0.9,0.5
ENSMUSG00000032548,Slco2a1,70,11,38,4,255,0.9,0.7,101,0.6,,2,24,7,,166,66,394,1,,54,8,2,18,44,,43,167,9,0.6,24,19,21,53,81,82
ENSMUSG00000032549,Rab6b,0.6,,0.7,,,6,13,,11,11,13,0.6,0.8,11,,,0.8,18,9,,,1,,,15,,0.5,,,0.6,,0.5,0.5,,0.8
ENSMUSG00000032551,1110059G10Rik,6,5,8,4,6,8,11,6,7,5,6,9,7,8,11,9,8,8,5,5,4,6,10,5,6,2,10,6,5,5,6,6,5,5,4
ENSMUSG00000032553,Srprb,6,15,8,4,9,12,9,9,16,11,16,10,12,7,7,7,9,18,8,17,4,26,15,4,14,8,9,14,63,7,8,10,11,9,12
ENSMUSG00000032554,Trf,,,,,,,,,0.6,0.5,1,,,,,,,1,,,,,,,1,,,0.6,,,,,,,
ENSMUSG00000032555,Topbp1,53,16,14,69,32,13,12,23,8,10,10,15,12,13,6,26,23,13,13,25,15,13,11,31,11,76,11,15,55,67,18,13,19,29,12
ENSMUSG00000032557,Uba5,38,36,21,19,28,28,34,43,38,37,38,52,21,35,48,41,27,36,37,33,187,59,144,27,36,20,37,81,11,19,22,33,35,32,135
ENSMUSG00000032558,Nphp3,3,6,5,3,4,9,5,2,8,6,7,6,5,5,2,3,4,11,7,9,8,3,6,13,7,1,3,8,2,2,4,10,7,5,5
ENSMUSG00000032560,Dnajc13,28,19,22,31,33,26,26,36,20,30,20,16,29,24,53,38,22,20,22,25,19,21,23,35,20,22,8,19,20,34,18,23,20,25,23
ENSMUSG00000032561,Acpp,23,2,2,15,13,,,24,0.7,0.5,,29,245,,30,31,10,,,9,,,2,230,0.6,6,13,437,,16,56,12,47,185,2
ENSMUSG00000032562,Gnai2,321,140,156,536,250,78,100,162,139,124,132,141,73,105,237,155,299,136,102,159,68,136,135,124,146,265,145,82,56,267,81,197,208,124,108
ENSMUSG00000032563,Mrpl3,31,23,49,26,21,40,45,27,43,47,41,17,21,48,19,20,23,47,54,23,17,24,16,30,47,25,30,25,45,29,41,25,27,20,21
ENSMUSG00000032564,Cpne4,,,,,,,3,,1,1,2,,,10,,,,0.6,10,,,,,,0.6,,,,,,,,,,
ENSMUSG00000032565,Nudt16,21,14,11,12,21,10,11,16,10,8,13,6,4,9,26,12,13,11,16,10,5,16,2,10,10,8,6,7,3,17,8,17,9,6,5
ENSMUSG00000032566,1700080E11Rik,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,222,,,,,,
ENSMUSG00000032567,Aste1,2,1,2,2,2,1,2,1,0.9,0.9,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,19,1,2,1,2,2,1
ENSMUSG00000032570,Atp2c1,1,4,4,4,4,8,6,4,6,8,6,3,7,6,8,2,11,8,5,4,17,6,31,4,8,2,5,9,,3,5,8,3,4,32
ENSMUSG00000032571,Pik3r4,33,28,28,22,22,30,37,19,35,40,31,22,24,32,26,15,33,32,31,32,31,26,30,29,35,21,17,31,28,26,24,32,30,30,21
ENSMUSG00000032572,Col6a4,0.8,,,,2,,,4,,,,,,,,2,,,,25,,,,,,,1,,,,,,108,33,
ENSMUSG00000032575,Manf,11,9,3,9,11,3,4,20,4,5,5,50,3,6,14,25,6,4,4,18,123,15,213,3,3,17,21,41,14,6,6,4,14,9,56
ENSMUSG00000032577,Mapkapk3,1,0.9,0.9,2,3,,,1,,,,,,,3,1,0.9,,,1,0.7,,,0.8,,2,1,3,1,0.8,2,0.8,4,3,0.8
ENSMUSG00000032579,Hemk1,3,4,7,2,2,5,4,2,4,5,4,5,4,3,1,1,3,4,5,3,9,6,3,2,4,2,3,6,5,2,4,3,3,3,4
ENSMUSG00000032580,Rbm5,173,52,62,64,26,79,64,54,59,66,51,60,55,70,61,39,74,41,84,64,38,75,44,96,50,65,47,48,65,80,47,63,68,60,43
ENSMUSG00000032582,Rbm6,,,,2,,0.6,0.9,0.5,0.7,0.9,,0.8,0.6,,1,0.8,0.9,,1,0.7,,,,1,0.6,3,,,10,0.6,0.9,,0.9,2,
ENSMUSG00000032583,Mon1a,6,10,13,4,34,13,11,37,12,11,16,12,18,12,60,34,11,14,6,6,17,11,31,14,17,7,24,23,9,9,18,18,12,18,21
ENSMUSG00000032584,Mst1r,,16,6,3,35,,0.5,31,,1,0.6,2,,0.6,69,27,5,0.6,,10,1,,2,15,,,35,0.6,0.6,0.9,18,24,20,32,4
ENSMUSG00000032586,Traip,2,0.7,,3,2,1,,2,,,,0.8,,,,2,,1,1,2,,,,1,0.7,7,,,3,3,0.7,0.8,1,1,0.5
ENSMUSG00000032589,Bsn,,,,,,2,5,,1,1,2,,,3,,,,1,1,,,,,,0.6,,,,,,,,,,
ENSMUSG00000032590,Apeh,9,15,9,20,23,12,3,32,8,5,8,15,12,4,57,29,11,12,7,12,14,16,13,8,7,36,15,10,6,11,7,9,10,8,15
ENSMUSG00000032591,Mst1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,,,
ENSMUSG00000032593,Amigo3,,2,0.6,0.9,,,,,,,,4,8,,0.7,,,,,,,,,1,,,3,,,,2,0.6,,,0.5
ENSMUSG00000032594,Ip6k1,52,96,43,88,54,140,125,80,147,142,134,50,69,132,124,72,90,119,153,66,73,124,58,56,107,85,40,71,300,101,56,65,59,80,74
ENSMUSG00000032595,Cdhr4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,
ENSMUSG00000032596,Uba7,0.8,,,0.9,,,,0.5,,0.5,,,,,0.7,,0.6,,,,,,,,,3,,0.6,,0.6,,,0.7,,
ENSMUSG00000032598,Nckipsd,35,13,12,7,2,28,41,5,50,35,45,30,11,51,6,6,12,61,18,8,11,22,5,25,67,10,9,11,3,8,13,8,7,10,6
ENSMUSG00000032599,Ip6k2,0.5,3,1,0.9,4,4,1,5,,3,1,97,12,19,99,15,8,,,3,12,6,1,19,,,30,12,4,,8,0.8,12,4,0.5
ENSMUSG00000032601,Prkar2a,,,,,,,,,,0.5,,0.5,,,0.7,,,0.5,0.6,,,,0.7,0.7,0.6,,1,0.6,16,,,,,,
ENSMUSG00000032602,Slc25a20,6,17,125,9,57,6,3,33,4,5,5,9,77,5,87,43,10,6,3,12,2,9,5,10,5,5,22,11,26,9,27,10,11,11,5
ENSMUSG00000032604,Qars,32,49,31,31,63,20,29,100,26,24,33,63,44,34,75,60,41,30,24,41,42,45,182,48,24,40,56,68,91,44,52,54,68,91,181
ENSMUSG00000032606,Nicn1,11,30,37,4,9,76,116,5,109,70,94,30,36,90,6,5,21,102,76,25,8,46,20,11,94,4,17,7,34,6,17,40,23,16,26
ENSMUSG00000032607,Amt,,,,,0.9,0.6,,,,,1,5,1,0.8,,,,1,0.6,,,,,,,,,,,,,0.6,,,3
ENSMUSG00000032609,Klhdc8b,,6,2,3,,5,5,2,6,8,6,2,4,5,,,2,4,9,6,1,21,2,2,3,2,2,,0.6,0.6,1,3,13,4,1
ENSMUSG00000032611,1700102P08Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,
ENSMUSG00000032612,Usp4,27,25,21,30,19,27,31,26,26,35,23,21,20,28,34,24,29,24,29,22,17,18,28,28,23,35,12,31,194,27,40,24,27,38,21
ENSMUSG00000032615,Nt5m,,,,,,2,2,,2,1,3,,,1,,,,2,3,,,1,0.9,0.8,2,,1,0.6,13,,,0.6,,,0.5
ENSMUSG00000032621,Srek1,2,2,2,,6,4,3,2,3,2,1,14,5,3,2,2,5,2,3,4,3,10,4,3,2,3,8,7,1,1,2,4,3,3,10
ENSMUSG00000032624,Eml4,0.5,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,0.6,0.6,0.6,,0.6,0.5,,
